title,name,medium,country,accessionyear,link,tag,wikidata
Vase,,"Porcelain decorated with enamels (Arita ware, Imari type)",,1923,https://www.metmuseum.org/art/collection/search/47327,"[{'term': 'Houses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300005433', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3947'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Leaves', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300011892', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q33971'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase,,Pottery with design in red and gold (Satsuma ware),,1923,https://www.metmuseum.org/art/collection/search/63057,"[{'term': 'Houses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300005433', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3947'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Lekythos,Painter of Athens 9690,Terracotta,,1922,https://www.metmuseum.org/art/collection/search/251245,"[{'term': 'Serpents', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300417734', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2102'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with Floral and Landscape Decor,,Porcelain painted in overglaze famille verte enamels,,1968,https://www.metmuseum.org/art/collection/search/50473,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
One of a Pair of Fan-Shaped Hanging Wall Vases,,"Porcelain with overglaze enamels and gold (Hizen ware, Ko Imari type)",,2002,https://www.metmuseum.org/art/collection/search/49340,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase,Doccia Porcelain Manufactory,Hard-paste porcelain,,1991,https://www.metmuseum.org/art/collection/search/208040,"[{'term': 'Houses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300005433', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3947'}, {'term': 'Faces', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300251798', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37017'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with reaper,Haviland & Co.,Stoneware,,2013,https://www.metmuseum.org/art/collection/search/239359,"[{'term': 'Houses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300005433', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3947'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase,,"Porcelain, teak",China,1955,https://www.metmuseum.org/art/collection/search/9306,"[{'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116345799
Vase,Dard Hunter,Porcelain,United States,1982,https://www.metmuseum.org/art/collection/search/9342,"[{'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116393177
Vase,Dard Hunter,Porcelain,United States,1982,https://www.metmuseum.org/art/collection/search/9343,"[{'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116393178
Vase,,Porcelain painted in famille verte enamels,,1914,https://www.metmuseum.org/art/collection/search/52035,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116396513
Vase (vase hollandais),Sèvres Manufactory,Soft-paste porcelain,,1958,https://www.metmuseum.org/art/collection/search/202191,"[{'term': 'Houses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300005433', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3947'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116310112
Vase (vase cannelés à bandeau) (one of a pair),Sèvres Manufactory,Soft-paste porcelain,,1958,https://www.metmuseum.org/art/collection/search/202220,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Sheep', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250284', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7368'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116309894
Vase with cover (one of a pair),Meissen Manufactory,"Hard-paste porcelain, gilt-bronze mounts",,1974,https://www.metmuseum.org/art/collection/search/205723,"[{'term': 'Couples', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379217', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q219160'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116242575
Vase with cover (one of a pair),Meissen Manufactory,"Hard-paste porcelain, gilt-bronze mounts",,1974,https://www.metmuseum.org/art/collection/search/205724,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}, {'term': 'Musicians', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025666', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q639669'}]",https://www.wikidata.org/wiki/Q116242574
"Vase decorated with magnolia, hollyhocks, and pheasants",,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),,1914,https://www.metmuseum.org/art/collection/search/46075,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116241543
Wall Vase,,Cloisonné enamel,,1879,https://www.metmuseum.org/art/collection/search/40960,"[{'term': 'Houses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300005433', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3947'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with performance of dragon boat,,Porcelain painted with overglaze polychrome enamels (Jingdezhen ware),,1914,https://www.metmuseum.org/art/collection/search/52023,"[{'term': 'Human Figures', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404114', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5937779'}, {'term': 'Dragons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375726', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7559'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with figures in a landscape,,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),,1929,https://www.metmuseum.org/art/collection/search/47589,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with peony and magnolia,,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),,1914,https://www.metmuseum.org/art/collection/search/52024,"[{'term': 'Peonies', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300380052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q147105'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116396502
Vase,,Porcelain decorated in famille verte enamels,,1961,https://www.metmuseum.org/art/collection/search/50834,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase (one of a pair),,Porcelain painted in overglaze famille verte enamels,,1961,https://www.metmuseum.org/art/collection/search/42287,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with cover (vase à flacon) (one of a pair),Sèvres Manufactory,Soft-paste porcelain,,1958,https://www.metmuseum.org/art/collection/search/202176,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with cover (vase à flacon) (one of a pair),Sèvres Manufactory,Soft-paste porcelain,,1958,https://www.metmuseum.org/art/collection/search/202177,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase and coaster,de Porceleyne Lampetkan,Tin-glazed earthenware,,1894,https://www.metmuseum.org/art/collection/search/187848,"[{'term': 'Houses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300005433', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3947'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Potpourri vase,Fürstenberg Porcelain Manufactory,Hard-paste porcelain,,1995,https://www.metmuseum.org/art/collection/search/208486,"[{'term': 'Houses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300005433', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3947'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase (one of a pair),Meissen Manufactory,Hard-paste porcelain,,1964,https://www.metmuseum.org/art/collection/search/203147,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Music', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300435214', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q638'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase,Worcester factory,Soft-paste porcelain decorated in polychrome enamels,,1964,https://www.metmuseum.org/art/collection/search/204075,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}, {'term': 'Boats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300178749', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35872'}]",https://www.wikidata.org/wiki/Q116240704
Vase,,Porcelain painted in famille verte enamels,,1937,https://www.metmuseum.org/art/collection/search/48597,"[{'term': 'Children', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025945', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7569'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Pair of miniature vases,Meissen Manufactory,Hard-paste porcelain,,1964,https://www.metmuseum.org/art/collection/search/203138,"[{'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}, {'term': 'Human Figures', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404114', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5937779'}]",
"Vase with ""One Hundred Deer"" Motif",,Porcelain painted in overglaze enamels (Jingdezhen ware),,1917,https://www.metmuseum.org/art/collection/search/46105,"[{'term': 'Deer', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250308', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q685795'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase in Form of Archaic Bronze,,Porcelain painted with colored enamels over transparent glaze (Jingdezhen ware),,1914,https://www.metmuseum.org/art/collection/search/42239,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Leaves', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300011892', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q33971'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116395522
Vase (one of a pair),Meissen Manufactory,Hard-paste porcelain; gilt-bronze mounts,,1964,https://www.metmuseum.org/art/collection/search/203141,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116307562
Vase (part of a set),Meissen Manufactory,Hard-paste porcelain,,1964,https://www.metmuseum.org/art/collection/search/203152,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase (one of a pair),Meissen Manufactory,Hard-paste porcelain; gilt-bronze mounts,,1964,https://www.metmuseum.org/art/collection/search/203140,"[{'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}, {'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116399952
Pair of vases,Meissen Manufactory,Hard-paste porcelain,,1964,https://www.metmuseum.org/art/collection/search/203136,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}, {'term': 'Human Figures', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404114', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5937779'}]",
Vase with cover (part of a garniture of three vases),Bristol,Hard-paste porcelain,,1964,https://www.metmuseum.org/art/collection/search/203594,"[{'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Perfume vase (one of a pair),Chelsea Porcelain Manufactory,"Soft-paste porcelain, burnished gold ground",,1964,https://www.metmuseum.org/art/collection/search/203376,"[{'term': 'Female Nudes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189568', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40446'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Pair of vases (vases hollandais nouveaux),Sèvres Manufactory,Soft-paste porcelain,,1954,https://www.metmuseum.org/art/collection/search/201728,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with landscape,,"Porcelain painted in underglaze cobalt blue, copper red, and light green (Jingdezhen ware)",,1993,https://www.metmuseum.org/art/collection/search/50506,"[{'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase,Newcomb Pottery,Painted and glazed earthenware,United States,1981,https://www.metmuseum.org/art/collection/search/9358,"[{'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q98224441
Vase with Garden Scene,,“Soft paste” porcelain painted with cobalt blue under a transparent glaze (Jingdezhen ware),,1968,https://www.metmuseum.org/art/collection/search/50033,"[{'term': 'Buildings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300004789', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q41176'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with landscape decoration,,"Porcelain painted in overglaze polychromatic enamels, with colored glazes and incised decoration (Jingdezhen ware)",,1917,https://www.metmuseum.org/art/collection/search/52976,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116313272
Vase with Figures in Landscape,,Porcelain with incised decoration painted in cobalt blue under transparent glaze (Jingdezhen ware),,1920,https://www.metmuseum.org/art/collection/search/49862,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116396317
Terracotta neck-amphora (jar),,Terracotta,,1906,https://www.metmuseum.org/art/collection/search/247214,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}, {'term': 'Altars', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300003725', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q101687'}, {'term': 'Lyres', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300042114', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q201129'}]",https://www.wikidata.org/wiki/Q116295374
Vase with flowers,,Porcelain painted in polychrome enamels on black ground (Jingdezhen famille noire ware),,1964,https://www.metmuseum.org/art/collection/search/42272,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase in Form of Archaic Bronze,,Porcelain painted with colored enamels over transparent glaze (Jingdezhen ware),,1914,https://www.metmuseum.org/art/collection/search/42240,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q116395523
Vase with gentlemen in a landscape (one of a pair),,Porcelain painted in overglaze black and red enamels (Jingdezhen ware),,1968,https://www.metmuseum.org/art/collection/search/42325,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q83562285
Vase with King Wen Visiting the Scholar Jiang Taigong,,Porcelain painted with cobalt blue under and colored enamels over transparent glaze (Jingdezhen ware),,1879,https://www.metmuseum.org/art/collection/search/42389,"[{'term': 'Human Figures', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404114', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5937779'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Vase with equestrian figure in landscape,,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),,1917,https://www.metmuseum.org/art/collection/search/42337,"[{'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}, {'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}]",
