title,name,medium,country,accessionyear,link,tag,wikidata
,,,,,,,
King Clothar I,,"Limestone, originally polychromed.",,1940,https://www.metmuseum.org/art/collection/search/473770,"[{'term': 'Doorways', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300002767', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q21263223'}, {'term': 'Kings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025481', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12097'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q82295060
The Demidoff Table,Lorenzo Bartolini,Marble,,1903,https://www.metmuseum.org/art/collection/search/188827,"[{'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}, {'term': 'Sleeping', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375130', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35831'}, {'term': 'Zodiac', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300009937', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40540'}]",https://www.wikidata.org/wiki/Q116374165
King Clovis I,,Limestone with traces of paint,France,1940,https://www.metmuseum.org/art/collection/search/473769,"[{'term': 'Doorways', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300002767', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q21263223'}, {'term': 'Kings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025481', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12097'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q20201836
"Dance in a Subterranean Roundhouse at Clear Lake, California",Jules Tavernier,Oil on canvas,United States,2016,https://www.metmuseum.org/art/collection/search/698529,"[{'term': 'Dancers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025653', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5716684'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Dancing', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300389779', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43393537'}]",https://www.wikidata.org/wiki/Q78614308
Ē luku wale ē,Mark Hamasaki,,,,https://www.metmuseum.org/art/collection/search/890008,,
Brother and Sister (Le frère et la soeur),Auguste Rodin,Bronze,,1908,https://www.metmuseum.org/art/collection/search/191081,"[{'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}, {'term': 'Girls', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247581', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3031'}]",https://www.wikidata.org/wiki/Q116240830
Seated Female Figure (from Day of the Hours Sundial),Paul Manship,Bronze and marble,,2018,https://www.metmuseum.org/art/collection/search/812711,,https://www.wikidata.org/wiki/Q116445194
Vase,Arthur J. Stone,silver and gold,United States,2011,https://www.metmuseum.org/art/collection/search/20895,"[{'term': 'Grapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379338', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10978'}]",https://www.wikidata.org/wiki/Q83562007
Vase,Arthur J. Stone,silver and gold,United States,2011,https://www.metmuseum.org/art/collection/search/20894,,https://www.wikidata.org/wiki/Q83562005
Walking ensemble,,silk,,1926,https://www.metmuseum.org/art/collection/search/81108,,https://www.wikidata.org/wiki/Q29383407
Doorway from Moutiers-Saint-Jean,,White oolitic limestone with traces of paint,France,1932,https://www.metmuseum.org/art/collection/search/470313,"[{'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}, {'term': 'Coronation of the Virgin', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000780', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1093370'}, {'term': 'Angels', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379004', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q235113'}, {'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q20201347
Dinner dress,Mme. Grapanche,silk,,1963,https://www.metmuseum.org/art/collection/search/82880,,https://www.wikidata.org/wiki/Q29383492
Bronze finial of two warriors from a candelabrum,,Bronze,,1947,https://www.metmuseum.org/art/collection/search/254576,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q116286905
Vase,Maija Grotell,Stoneware,United States,2017,https://www.metmuseum.org/art/collection/search/19948,,https://www.wikidata.org/wiki/Q116393720
"""Damaged Bone Series""",Michael Aschenbrenner,"Glass, fabric, wire, twigs",,2003,https://www.metmuseum.org/art/collection/search/490145,,
Mummy of Nesiamun,,"Human remains, linen, mummification material",Egypt,1926,https://www.metmuseum.org/art/collection/search/575557,"[{'term': 'Mummies', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300262951', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43616'}]",https://www.wikidata.org/wiki/Q116251945
Landscape at Olevano Romano,Johann Joachim Faber,"Oil on paper, laid down on cardboard",,2009,https://www.metmuseum.org/art/collection/search/440386,"[{'term': 'Mountains', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008795', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8502'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q20168211
Male figure (tiki) representing the deity Rongo,,Wood,Mangareva,1979,https://www.metmuseum.org/art/collection/search/313654,"[{'term': 'Male Nudes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189568', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40446'}, {'term': 'Deities', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343850', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q178885'}]",https://www.wikidata.org/wiki/Q81388504
"The Antioch ""Chalice""",,"Silver, silver-gilt",,1950,https://www.metmuseum.org/art/collection/search/468346,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}, {'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Grapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379338', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10978'}]",https://www.wikidata.org/wiki/Q29385468
"Lakshmi, Goddess of Prosperity",,Brass,,2014,https://www.metmuseum.org/art/collection/search/78910,"[{'term': 'Goddess', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343852', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q205985'}, {'term': 'Hinduism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073727', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9089'}]",https://www.wikidata.org/wiki/Q116374168
"Study of arms for ""The Cadence of Autumn""",Evelyn De Morgan,Graphite and pastel on brown paper,,2018,https://www.metmuseum.org/art/collection/search/785496,"[{'term': 'Hands', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300310193', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q33767'}, {'term': 'Arms', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300310201', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43471'}]",https://www.wikidata.org/wiki/Q96185590
"Study of Arms for ""The Cadence of Autumn""",Evelyn De Morgan,Graphite and pastel on brown paper,,2018,https://www.metmuseum.org/art/collection/search/785466,"[{'term': 'Hands', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300310193', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q33767'}, {'term': 'Arms', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300310201', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43471'}]",https://www.wikidata.org/wiki/Q96185587
Goddess with Foliage,Wifredo Lam,Gouache on paper,,2002,https://www.metmuseum.org/art/collection/search/492777,"[{'term': 'Goddess', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343852', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q205985'}]",https://www.wikidata.org/wiki/Q20191848
Untitled,Nasreen Mohamedi,"Black ink, wash, and graphite on paper",,2019,https://www.metmuseum.org/art/collection/search/661423,,
Tiraz Fragment,,"Linen, gold leaf, black ink; plain weave, block printed",Egypt,1948,https://www.metmuseum.org/art/collection/search/450753,"[{'term': 'Arabic', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300387843', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q13955'}]",https://www.wikidata.org/wiki/Q116251802
Spandrel,,Marble,,1947,https://www.metmuseum.org/art/collection/search/470602,,https://www.wikidata.org/wiki/Q116256455
Pectoral and Necklace of Sithathoryunet with the Name of Senwosret II,,"Gold, carnelian, lapis lazuli, turquoise, garnet (pectoral)
Gold, carnelian, lapis lazuli, turquoise, green feldspar (necklace)",Egypt,1916,https://www.metmuseum.org/art/collection/search/544232,"[{'term': 'Falcons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250051', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43489'}, {'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Sithathoryunet-Jewelry', 'AAT_URL': None, 'Wikidata_URL': None}]",https://www.wikidata.org/wiki/Q29385778
Skull Hook (Agiba),,"Wood, paint, plant fiber",Papua New Guinea,1978,https://www.metmuseum.org/art/collection/search/311237,,https://www.wikidata.org/wiki/Q81390106
A Woman with a Dog,Giacomo Ceruti,Oil on canvas,,1930,https://www.metmuseum.org/art/collection/search/435864,"[{'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}]",https://www.wikidata.org/wiki/Q19905690
Joshua and David (from the Heroes Tapestries),,"Wool warp, wool wefts",,1932,https://www.metmuseum.org/art/collection/search/468230,"[{'term': 'Falcons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250051', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43489'}, {'term': 'Bow and Arrow', 'AAT_URL': None, 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q19827042'}, {'term': 'Kings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025481', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12097'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Cheetahs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266537', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q23907'}, {'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}, {'term': 'Knights', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230874', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q102083'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'David', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001014', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q41370'}, {'term': 'Coat of Arms', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300126352', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q14659'}]",https://www.wikidata.org/wiki/Q20201215
Vase,Maija Grotell,Earthenware,United States,2020,https://www.metmuseum.org/art/collection/search/715551,,https://www.wikidata.org/wiki/Q116726593
Shock Dog (nickname for a dog of the Maltese breed),Anne Seymour Damer,Carrara marble,,2014,https://www.metmuseum.org/art/collection/search/642422,"[{'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}]",https://www.wikidata.org/wiki/Q96185494
Sandy Rodriguez : Codex Rodriguez-Mondragón,Sandy Rodriguez,,,,https://www.metmuseum.org/art/collection/search/889938,,
Tiraz Fragment,,Silk; tapestry weave,Egypt,1931,https://www.metmuseum.org/art/collection/search/448649,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}]",
Seated couple,Barnes Foundation Master,"Wood, copper and iron alloy, applied organic materials",Mali,1977,https://www.metmuseum.org/art/collection/search/310325,"[{'term': 'Couples', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379217', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q219160'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Male Nudes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189568', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40446'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Female Nudes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189568', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40446'}]",https://www.wikidata.org/wiki/Q29384233
Bowl,Maija Grotell,Stoneware,United States,2020,https://www.metmuseum.org/art/collection/search/715529,,https://www.wikidata.org/wiki/Q116726585
Cloudy mountains,Fa Ruozhen,"Hanging scroll, ink and color on silk",,2010,https://www.metmuseum.org/art/collection/search/75745,"[{'term': 'Mountains', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008795', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8502'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q78667761
Plaque with Madonna and Child,Maija Grotell,Earthenware,United States,2020,https://www.metmuseum.org/art/collection/search/715550,,https://www.wikidata.org/wiki/Q116444651
Vase,Maija Grotell,Earthenware,United States,2020,https://www.metmuseum.org/art/collection/search/715554,,https://www.wikidata.org/wiki/Q116444655
Vase with cityscape,Maija Grotell,Earthenware,United States,2020,https://www.metmuseum.org/art/collection/search/715556,,https://www.wikidata.org/wiki/Q116444656
Vase,Maija Grotell,Earthenware,United States,2020,https://www.metmuseum.org/art/collection/search/715558,,https://www.wikidata.org/wiki/Q116444657
Vase,Maija Grotell,Stoneware,,2020,https://www.metmuseum.org/art/collection/search/715552,,https://www.wikidata.org/wiki/Q116444652
‘Ghirlandaio’ Carpet,,"Wool (warp, weft, and pile); symmetrically knotted pile",Turkey,1974,https://www.metmuseum.org/art/collection/search/452575,,https://www.wikidata.org/wiki/Q116409812
Dying Magdalen Sustained by Angels,Claude Mellan,Engraving; second state of three,,1966,https://www.metmuseum.org/art/collection/search/392513,"[{'term': 'Angels', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379004', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q235113'}, {'term': 'Mary Magdalene', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000161', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q63070'}]",
Bowl,Maija Grotell,Stoneware,United States,2020,https://www.metmuseum.org/art/collection/search/715555,,https://www.wikidata.org/wiki/Q116726594
Vase with picnickers,Maija Grotell,Earthenware,United States,2020,https://www.metmuseum.org/art/collection/search/715553,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q116444654
Stela of Amennakht,,"Sandstone, paint",Egypt,1965,https://www.metmuseum.org/art/collection/search/545875,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]",https://www.wikidata.org/wiki/Q116243225
The Seated I,Wangechi Mutu,Bronze,,2020,https://www.metmuseum.org/art/collection/search/830453,,https://www.wikidata.org/wiki/Q96399249
Canopy,,Limestone,Portugal,2016,https://www.metmuseum.org/art/collection/search/701903,,https://www.wikidata.org/wiki/Q116298771
Outer coffin of Hapiankhtifi,,"Coniferous wood, paint, iron bolts, brass straps",Egypt,1912,https://www.metmuseum.org/art/collection/search/545442,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Coffins', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300197585', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q184418'}]",https://www.wikidata.org/wiki/Q116244178
,,,,,,,
Magical Water Jar of Sithathoryunet with Lid,,Travertine (Egyptian alabaster),Egypt,1921,https://www.metmuseum.org/art/collection/search/547789,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]",https://www.wikidata.org/wiki/Q116276324
Vase,University City Pottery,Porcelain,United States,2018,https://www.metmuseum.org/art/collection/search/19928,,https://www.wikidata.org/wiki/Q116393701
Flying Apsaras (Hiten),,Japanese cypress with lacquer and gold,,2015,https://www.metmuseum.org/art/collection/search/53167,"[{'term': 'Bodhisattvas', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300264360', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q178149'}, {'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}]",
Vase,University City Pottery,Porcelain,United States,2018,https://www.metmuseum.org/art/collection/search/20345,,https://www.wikidata.org/wiki/Q116393966
Vase,University City Pottery,Porcelain,United States,2018,https://www.metmuseum.org/art/collection/search/19987,,https://www.wikidata.org/wiki/Q116393748
Vase,University City Pottery,Porcelain,United States,2018,https://www.metmuseum.org/art/collection/search/20070,,https://www.wikidata.org/wiki/Q116393827
Bowl with fish,Maija Grotell,Stoneware,United States,2020,https://www.metmuseum.org/art/collection/search/715530,,https://www.wikidata.org/wiki/Q116444636
"Emblem Drawing (""Hope sustains me"")",Jacob Matham,"Pen and brown ink, brush and blue-gray wash; double framing lines in pen and brown ink, by the artist; framing lines in pen and brown ink, by a later hand",,2013,https://www.metmuseum.org/art/collection/search/428696,"[{'term': 'Buildings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300004789', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q41176'}, {'term': 'Bow and Arrow', 'AAT_URL': None, 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q19827042'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Boats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300178749', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35872'}]",
Jumpsuit,Katharine Hamnett London,"Lycra, metal",,2019,https://www.metmuseum.org/art/collection/search/835298,,
Vase,University City Pottery,Porcelain,United States,2018,https://www.metmuseum.org/art/collection/search/20071,,https://www.wikidata.org/wiki/Q116393828
Pendant with a Pelican in Her Piety,,Rock crystal and enameled gold set with a ruby and with pendant pearls,,1982,https://www.metmuseum.org/art/collection/search/207263,"[{'term': 'Pelicans', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250083', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q19413'}]",https://www.wikidata.org/wiki/Q116309974
Doorknocker,,"Bronze, iron (hammer and suspension loop)",,1982,https://www.metmuseum.org/art/collection/search/207017,"[{'term': 'Monsters', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300412118', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q276453'}]",https://www.wikidata.org/wiki/Q116307601
Satyr,Antico (Pier Jacopo Alari Bonacolsi),"Bronze, with remains of dark brown lacquer",,1982,https://www.metmuseum.org/art/collection/search/206996,"[{'term': 'Satyrs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379732', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q163709'}]",https://www.wikidata.org/wiki/Q116307733
"Three Poems from the Collection of Poems Ancient and Modern (Kokin wakashū), one of the Araki Fragments (Araki-gire)",Fujiwara no Yukinari (Kōzei),Page from a booklet mounted as a hanging scroll; ink on paper,,2015,https://www.metmuseum.org/art/collection/search/53172,"[{'term': 'Poetry', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300055931', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q482'}]",https://www.wikidata.org/wiki/Q78761438
The Rest on the Flight into Egypt,Gerard David,Oil on wood,,1949,https://www.metmuseum.org/art/collection/search/436101,"[{'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Jesus', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q302'}, {'term': 'Nursing', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379905', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q174876'}, {'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}]",https://www.wikidata.org/wiki/Q19911632
The Conquest of Naples by Charles of Durazzo,Master of Charles of Durazzo,"Tempera on wood, embossed and gilt ornament",,1907,https://www.metmuseum.org/art/collection/search/437001,"[{'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}, {'term': 'Battles', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185692', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q178561'}, {'term': 'Army', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300137542', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37726'}, {'term': 'Kings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025481', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12097'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Flags', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300195678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q14660'}]",https://www.wikidata.org/wiki/Q19911786
Rothschild lamp,"Andrea Briosco, called Riccio","Bronze, on a later wood base",,2008,https://www.metmuseum.org/art/collection/search/236643,"[{'term': 'Grotesques', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300010211', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q218248'}, {'term': 'Putti', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250465', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q284865'}, {'term': 'Rams', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250287', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2929800'}]",https://www.wikidata.org/wiki/Q29383699
Jhyālī,,Brass,Nepal,1986,https://www.metmuseum.org/art/collection/search/503279,,
Beaker,Paul Solanier,Gilded silver,,1933,https://www.metmuseum.org/art/collection/search/197434,,
Ball gown,House of Balenciaga,"silk, steel",,1958,https://www.metmuseum.org/art/collection/search/81102,,https://www.wikidata.org/wiki/Q68352096
Evening dress,Madame Grès (Germaine Émilie Krebs),silk,,1956,https://www.metmuseum.org/art/collection/search/83294,,
Sprite,Donatello,"High-copper alloy, fire-gilt, brown natural patina where exposed",,1983,https://www.metmuseum.org/art/collection/search/207394,,https://www.wikidata.org/wiki/Q29383657
Diptych with the Virgin and Child and the Crucifixion,,Elephant ivory with metal mounts,"Germany, possibly Mainz",1971,https://www.metmuseum.org/art/collection/search/471980,"[{'term': 'Angels', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379004', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q235113'}, {'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}, {'term': 'Crucifixion', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404300', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3235597'}]",https://www.wikidata.org/wiki/Q116411212
The Genius of Sculpture sustained by Study,Pierre Biard II,Etching,,1985,https://www.metmuseum.org/art/collection/search/822499,,
Snuffbox with Pastoral Scenes,,Gold and enamel,,1975,https://www.metmuseum.org/art/collection/search/460913,"[{'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Shepherds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025617', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q81710'}]",https://www.wikidata.org/wiki/Q20184795
Box with lid “Black and Red”,Gan Erke,Marbled lacquer (xipi) with gold foils,,2021,https://www.metmuseum.org/art/collection/search/838928,,
